D,T,O,H,L,C
2017/1/4,1443,1987.9,1988.17,1987.87,1987.89
2017/1/4,1444,1987.82,1987.96,1987.63,1987.73
2017/1/4,1445,1987.71,1988.31,1987.65,1988.29
2017/1/4,1446,1988.14,1988.52,1987.99,1988.36
2017/1/4,1447,1988.45,1989.38,1988.45,1989.05
2017/1/4,1448,1989.03,1989.92,1989.03,1989.5
2017/1/4,1449,1989.43,1989.99,1989.43,1989.8
2017/1/4,1450,1989.83,1989.84,1989.63,1989.76
2017/1/4,1451,1989.84,1990.04,1989.68,1990.04
2017/1/4,1452,1990.06,1990.17,1989.87,1989.88
2017/1/4,1453,1989.89,1990.56,1989.6,1990.49
2017/1/4,1454,1990.39,1990.57,1989.91,1990.23
2017/1/4,1455,1990.4,1990.79,1990.31,1990.72
2017/1/4,1456,1990.68,1991.11,1990.68,1991.03
2017/1/4,1457,1991.2,1991.47,1991.11,1991.45
2017/1/4,1458,1991.37,1991.51,1991.37,1991.51
2017/1/4,1459,1991.51,1991.51,1991.51,1991.51
2017/1/4,1500,1991.56,1991.56,1991.56,1991.56
2017/1/5,931,1990.69,1990.69,1987.95,1988.33
2017/1/5,932,1988.17,1989,1987.88,1988.74
2017/1/5,933,1988.9,1989.21,1988.3,1988.62
2017/1/5,934,1988.74,1988.74,1988.1,1988.47
2017/1/5,935,1988.32,1988.56,1988.21,1988.31
2017/1/5,936,1988.44,1988.55,1987.89,1988.53
2017/1/5,937,1988.59,1990.07,1988.59,1989.36
2017/1/5,938,1989.41,1991.13,1989.41,1991.13
2017/1/5,939,1991.11,1992.32,1990.93,1992.32
2017/1/5,940,1992.3,1993.23,1992.3,1993.01
2017/1/5,941,1993.08,1993.7,1993.08,1993.56
2017/1/5,942,1993.52,1993.52,1992.49,1992.49
2017/1/5,943,1992.78,1992.78,1992.32,1992.73
2017/1/5,944,1992.44,1992.47,1991.98,1992.32
2017/1/5,945,1992.4,1992.79,1992.21,1992.21
2017/1/5,946,1992.6,1992.69,1992.19,1992.19
2017/1/5,947,1992.05,1992.06,1990.92,1990.92
2017/1/5,948,1990.98,1991.03,1989.88,1989.9
2017/1/5,949,1989.9,1990.06,1989.08,1989.3
2017/1/5,950,1989.27,1989.27,1988.29,1988.29
2017/1/5,951,1988.27,1988.47,1988.19,1988.31
2017/1/5,952,1988.09,1988.38,1988.04,1988.24
2017/1/5,953,1988.32,1988.46,1988.05,1988.22
2017/1/5,954,1987.96,1988.06,1987.8,1987.89
2017/1/5,955,1988.01,1988.01,1987.38,1987.38
2017/1/5,956,1986.61,1987.2,1986.47,1986.48
2017/1/5,957,1986.39,1986.43,1985.41,1986.08
2017/1/5,958,1986.01,1986.01,1984.8,1984.8
2017/1/5,959,1984.78,1984.78,1984.33,1984.33
2017/1/5,1000,1984.4,1985.48,1984.4,1985.09
2017/1/5,1001,1985.27,1985.38,1984.72,1985.24
2017/1/5,1002,1985.43,1986.07,1985.23,1985.94
2017/1/5,1003,1986.04,1986.56,1985.87,1986.37
2017/1/5,1004,1986.45,1986.48,1986.01,1986.34
2017/1/5,1005,1986.01,1986.08,1985.72,1985.95
2017/1/5,1006,1986.03,1986.2,1985.83,1985.94
2017/1/5,1007,1985.97,1986.53,1985.89,1986.42
2017/1/5,1008,1986.65,1986.98,1986.63,1986.93
2017/1/5,1009,1986.95,1987.16,1986.54,1987.13
2017/1/5,1010,1987.13,1987.13,1986.79,1986.79
2017/1/5,1011,1986.85,1986.89,1986.54,1986.54
2017/1/5,1012,1986.58,1987.01,1986.03,1986.39
2017/1/5,1013,1986.36,1987.02,1986.24,1987.02
2017/1/5,1014,1987.14,1987.29,1986.76,1987.02
2017/1/5,1015,1987.17,1987.48,1987.03,1987.48
2017/1/5,1016,1987.54,1987.98,1987.54,1987.83
2017/1/5,1017,1987.84,1988.5,1987.84,1988.41
2017/1/5,1018,1988.6,1989.2,1988.56,1988.95
2017/1/5,1019,1988.97,1989.44,1988.93,1989.16
2017/1/5,1020,1989.15,1989.38,1989.08,1989.16
2017/1/5,1021,1989.29,1989.56,1989.27,1989.43
2017/1/5,1022,1989.43,1989.97,1989.43,1989.63
2017/1/5,1023,1989.64,1989.75,1989.24,1989.24
2017/1/5,1024,1989.3,1989.43,1988.95,1989.06
2017/1/5,1025,1989.15,1989.17,1988.72,1988.88
2017/1/5,1026,1989.02,1989.34,1988.87,1989.34
2017/1/5,1027,1989.37,1989.37,1988.92,1989.33
2017/1/5,1028,1989.29,1989.29,1988.71,1988.88
2017/1/5,1029,1988.9,1988.91,1988.35,1988.35
2017/1/5,1030,1988.43,1988.43,1987.93,1988.17
2017/1/5,1031,1988.27,1988.27,1987.7,1987.89
2017/1/5,1032,1987.9,1987.95,1987.55,1987.89
2017/1/5,1033,1987.97,1988.06,1987.24,1987.24
2017/1/5,1034,1987.22,1987.63,1987.09,1987.39
2017/1/5,1035,1987.43,1987.48,1987.25,1987.47
2017/1/5,1036,1987.51,1987.71,1987.28,1987.71
2017/1/5,1037,1987.86,1988.17,1987.86,1988.08
2017/1/5,1038,1987.98,1988.53,1987.98,1988.22
2017/1/5,1039,1988.52,1988.7,1988.47,1988.54
2017/1/5,1040,1988.5,1988.5,1987.01,1987.01
2017/1/5,1041,1987.21,1987.45,1986.27,1986.27
2017/1/5,1042,1986.15,1986.55,1985.49,1985.49
2017/1/5,1043,1985.36,1985.63,1985.1,1985.15
2017/1/5,1044,1985.11,1985.25,1984.79,1984.87
2017/1/5,1045,1984.74,1985.25,1984.74,1985.1
2017/1/5,1046,1985.03,1985.31,1984.83,1985.04
2017/1/5,1047,1985.13,1985.3,1984.86,1984.93
2017/1/5,1048,1985,1985.26,1984.61,1985.22
2017/1/5,1049,1985.28,1985.55,1985.09,1985.52
2017/1/5,1050,1985.62,1985.62,1985.31,1985.33
2017/1/5,1051,1985.29,1985.37,1984.86,1984.86
2017/1/5,1052,1985,1985.08,1984.77,1984.77
2017/1/5,1053,1984.73,1985.25,1984.67,1985.14
2017/1/5,1054,1985.25,1985.99,1985.19,1985.86
2017/1/5,1055,1985.72,1986.49,1985.72,1986.48
2017/1/5,1056,1986.57,1987.74,1986.56,1987.74
2017/1/5,1057,1987.68,1988.18,1987.52,1987.88
2017/1/5,1058,1989.06,1989.06,1988.29,1988.99
2017/1/5,1059,1988.81,1989.19,1988.81,1989.08
2017/1/5,1100,1989.07,1989.52,1989.07,1989.18
2017/1/5,1101,1989.19,1989.47,1989.19,1989.4
2017/1/5,1102,1989.14,1989.24,1988.93,1989.09
2017/1/5,1103,1989.02,1989.15,1988.56,1988.67
2017/1/5,1104,1988.44,1988.44,1988.44,1988.44
2017/1/5,1105,1988.57,1988.87,1988.57,1988.87
2017/1/5,1106,1988.87,1988.87,1988.87,1988.87
2017/1/5,1107,1988.78,1988.85,1988,1988.62
2017/1/5,1108,1988.7,1988.93,1988.13,1988.63
2017/1/5,1109,1988.72,1988.97,1988.32,1988.97
2017/1/5,1110,1988.78,1989.16,1988.74,1988.93
2017/1/5,1111,1988.75,1989.08,1988.75,1989
2017/1/5,1112,1989.08,1989.23,1988.92,1989.07
2017/1/5,1113,1988.94,1989.22,1988.94,1989.04
2017/1/5,1114,1988.99,1989.17,1988.79,1988.9
2017/1/5,1115,1988.79,1989.09,1988.79,1988.99
2017/1/5,1116,1988.92,1988.92,1988.46,1988.49
2017/1/5,1117,1988.46,1988.86,1988.42,1988.84
2017/1/5,1118,1988.78,1988.86,1988.54,1988.7
2017/1/5,1119,1988.77,1988.98,1988.54,1988.58
2017/1/5,1120,1988.55,1988.85,1988.43,1988.69
2017/1/5,1121,1988.65,1988.65,1988.33,1988.34
2017/1/5,1122,1988.31,1988.4,1987.92,1988.09
2017/1/5,1123,1988.12,1988.22,1987.97,1988.08
2017/1/5,1124,1988.13,1988.34,1987.96,1987.97
2017/1/5,1125,1987.97,1988.1,1987.63,1988.04
2017/1/5,1126,1987.76,1988.15,1987.71,1987.97
2017/1/5,1127,1988,1988.32,1987.82,1988.32
2017/1/5,1128,1988.33,1988.79,1988.23,1988.79
2017/1/5,1129,1988.85,1989.23,1988.73,1988.97
2017/1/5,1300,1989.37,1989.75,1989.04,1989.55
2017/1/5,1301,1989.55,1989.55,1989.55,1989.55
2017/1/5,1302,1989.53,1989.8,1989.28,1989.28
2017/1/5,1303,1989.31,1989.59,1989.17,1989.36
2017/1/5,1304,1989.33,1989.59,1989.22,1989.52
2017/1/5,1305,1989.42,1989.46,1989.12,1989.13
2017/1/5,1306,1989.06,1989.13,1987.86,1987.95
2017/1/5,1307,1988.22,1988.4,1987.94,1988.2
2017/1/5,1308,1988.17,1988.4,1987.93,1988.21
2017/1/5,1309,1988.38,1988.59,1988.1,1988.4
2017/1/5,1310,1988.47,1988.47,1988.18,1988.29
2017/1/5,1311,1988.32,1988.41,1988.01,1988.14
2017/1/5,1312,1988.16,1988.55,1988.16,1988.47
2017/1/5,1313,1988.44,1988.82,1988.18,1988.2
2017/1/5,1314,1988.16,1988.91,1988.16,1988.71
2017/1/5,1315,1988.65,1988.94,1988.64,1988.79
2017/1/5,1316,1988.69,1988.96,1988.63,1988.67
2017/1/5,1317,1988.8,1988.9,1988.5,1988.71
2017/1/5,1318,1988.67,1988.72,1987.97,1987.97
2017/1/5,1319,1987.91,1988,1987.41,1987.41
2017/1/5,1320,1987.53,1987.54,1986.98,1986.98
2017/1/5,1321,1987.08,1987.26,1986.78,1986.78
2017/1/5,1322,1986.81,1987.05,1986.65,1986.91
2017/1/5,1323,1986.83,1987.04,1986.68,1986.89
2017/1/5,1324,1987.02,1987.17,1986.86,1987.06
2017/1/5,1325,1986.87,1987.18,1986.84,1987.06
2017/1/5,1326,1987.1,1987.26,1986.93,1987.09
2017/1/5,1327,1987.08,1987.36,1987.08,1987.29
2017/1/5,1328,1987.22,1987.8,1987.22,1987.79
2017/1/5,1329,1987.91,1988.16,1987.61,1987.94
2017/1/5,1330,1987.97,1988.3,1987.85,1988.24
2017/1/5,1331,1988.14,1988.41,1987.98,1988.34
2017/1/5,1332,1988.26,1988.68,1988.21,1988.49
2017/1/5,1333,1988.39,1988.52,1988.19,1988.35
2017/1/5,1334,1988.26,1988.61,1988.19,1988.27
2017/1/5,1335,1988.28,1988.92,1988.18,1988.92
2017/1/5,1336,1988.8,1988.98,1988.56,1988.95
2017/1/5,1337,1988.9,1988.98,1988.59,1988.59
2017/1/5,1338,1988.6,1988.9,1988.6,1988.9
2017/1/5,1339,1988.9,1989.14,1988.81,1988.89
2017/1/5,1340,1988.93,1989.68,1988.93,1989.68
2017/1/5,1341,1989.58,1989.77,1989.45,1989.67
2017/1/5,1342,1989.78,1989.89,1989.54,1989.89
2017/1/5,1343,1989.89,1990.12,1989.84,1990.12
2017/1/5,1344,1990.34,1991.19,1990.23,1991.19
2017/1/5,1345,1991.3,1991.7,1991.25,1991.7
2017/1/5,1346,1991.54,1991.87,1991.54,1991.8
2017/1/5,1347,1991.81,1992,1991.51,1991.73
2017/1/5,1348,1991.74,1991.81,1991.39,1991.49
2017/1/5,1349,1991.44,1991.8,1991.39,1991.58
2017/1/5,1350,1991.41,1991.61,1991.2,1991.2
2017/1/5,1351,1991.16,1991.34,1990.78,1990.91
2017/1/5,1352,1990.92,1990.92,1990.48,1990.75
2017/1/5,1353,1990.87,1990.87,1990.5,1990.81
2017/1/5,1354,1990.76,1990.91,1990.55,1990.55
2017/1/5,1355,1990.55,1990.87,1990.42,1990.87
2017/1/5,1356,1990.74,1990.74,1990.11,1990.32
2017/1/5,1357,1990.47,1990.59,1990.07,1990.07
2017/1/5,1358,1990.1,1990.36,1989.61,1989.88
2017/1/5,1359,1989.88,1990.59,1989.79,1990.59
2017/1/5,1400,1990.63,1990.76,1990.34,1990.73
2017/1/5,1401,1990.65,1990.73,1990.34,1990.71
2017/1/5,1402,1990.53,1990.86,1990.39,1990.76
2017/1/5,1403,1990.78,1990.79,1990.06,1990.11
2017/1/5,1404,1989.9,1990.15,1989.64,1989.64
2017/1/5,1405,1989.58,1990.02,1989.54,1989.73
2017/1/5,1406,1989.59,1989.61,1989.26,1989.51
2017/1/5,1407,1989.51,1989.51,1988.81,1988.89
2017/1/5,1408,1988.73,1988.88,1988.38,1988.7
2017/1/5,1409,1988.32,1988.55,1988.17,1988.42
2017/1/5,1410,1988.47,1988.66,1988.32,1988.48
2017/1/5,1411,1988.38,1988.84,1988.38,1988.84
2017/1/5,1412,1988.84,1988.84,1988.34,1988.58
2017/1/5,1413,1988.63,1988.63,1987.91,1988
2017/1/5,1414,1988.09,1988.11,1987.57,1987.71
2017/1/5,1415,1987.56,1987.56,1987.11,1987.14
2017/1/5,1416,1987.18,1987.28,1986.8,1986.94
2017/1/5,1417,1986.83,1986.9,1986.59,1986.87
2017/1/5,1418,1986.77,1986.8,1986.51,1986.58
2017/1/5,1419,1986.63,1986.96,1986.5,1986.86
2017/1/5,1420,1986.84,1986.88,1986.43,1986.53
2017/1/5,1421,1986.6,1986.6,1985.78,1985.8
2017/1/5,1422,1985.6,1985.71,1984.48,1984.65
2017/1/5,1423,1984.51,1984.51,1983.99,1983.99
2017/1/5,1424,1984.06,1984.91,1984.06,1984.84
2017/1/5,1425,1984.79,1985.01,1984.58,1984.94
2017/1/5,1426,1984.87,1985.24,1984.87,1985.06
2017/1/5,1427,1985.21,1985.6,1985.15,1985.37
2017/1/5,1428,1985.27,1985.56,1985.15,1985.28
2017/1/5,1429,1985.21,1985.49,1985,1985.22
2017/1/5,1430,1985.16,1985.46,1985.15,1985.46
2017/1/5,1431,1985.49,1985.58,1985.32,1985.4
2017/1/5,1432,1985.32,1985.32,1984.97,1985.24
2017/1/5,1433,1985.15,1985.45,1985,1985.4
2017/1/5,1434,1985.41,1985.5,1985.08,1985.27
2017/1/5,1435,1985.25,1985.55,1985.23,1985.55
2017/1/5,1436,1985.45,1985.61,1985.45,1985.49
2017/1/5,1437,1985.44,1985.61,1985.31,1985.61
2017/1/5,1438,1985.58,1985.96,1985.39,1985.84
2017/1/5,1439,1985.77,1985.97,1985.6,1985.94
2017/1/5,1440,1985.95,1986.68,1985.95,1986.48
2017/1/5,1441,1986.33,1986.72,1986.32,1986.37
2017/1/5,1442,1986.23,1986.41,1986.21,1986.32
2017/1/5,1443,1986.39,1986.53,1986.01,1986.08
2017/1/5,1444,1985.98,1986.13,1985.67,1985.78
2017/1/5,1445,1985.82,1985.82,1985.22,1985.22
2017/1/5,1446,1985.16,1985.29,1984.82,1984.82
2017/1/5,1447,1985.8,1985.8,1984.8,1984.8
2017/1/5,1448,1984.87,1985.46,1984.7,1984.73
2017/1/5,1449,1984.67,1985.25,1984.29,1984.51
2017/1/5,1450,1984.56,1984.91,1984.32,1984.88
2017/1/5,1451,1985.09,1986.79,1984.89,1986.79
2017/1/5,1452,1986.04,1986.06,1985.55,1985.58
2017/1/5,1453,1985.67,1985.85,1985.52,1985.68
2017/1/5,1454,1985.59,1985.69,1984.83,1984.83
2017/1/5,1455,1984.85,1984.85,1984.29,1984.29
2017/1/5,1456,1984.4,1984.4,1983.96,1983.96
2017/1/5,1457,1984.02,1984.99,1983.84,1984.03
2017/1/5,1458,1983.91,1983.92,1983.91,1983.92
2017/1/5,1459,1983.92,1983.92,1983.92,1983.92
2017/1/5,1500,1983.97,1983.97,1983.97,1983.97
2017/1/6,931,1980.84,1980.84,1979.37,1979.63
2017/1/6,932,1979.4,1979.4,1978.27,1978.75
2017/1/6,933,1978.42,1978.76,1978.18,1978.76
2017/1/6,934,1978.65,1980.49,1978.65,1980.49
2017/1/6,935,1980.39,1981.56,1980.36,1981.55
2017/1/6,936,1981.51,1981.74,1981.36,1981.36
2017/1/6,937,1981.31,1982.4,1981.31,1981.9
2017/1/6,938,1981.79,1982.38,1981.42,1982.1
2017/1/6,939,1981.9,1981.92,1980.56,1980.56
2017/1/6,940,1980.7,1980.78,1980.28,1980.28
2017/1/6,941,1980.25,1980.5,1980.08,1980.08
2017/1/6,942,1980.06,1980.58,1980.06,1980.56
2017/1/6,943,1980.71,1980.78,1980.4,1980.46
2017/1/6,944,1980.53,1980.67,1979.15,1979.15
2017/1/6,945,1979,1979.01,1976.82,1976.82
2017/1/6,946,1976.75,1976.76,1975.71,1975.72
2017/1/6,947,1975.93,1976.12,1975.09,1975.31
2017/1/6,948,1975.11,1975.22,1974.01,1974.21
2017/1/6,949,1974.25,1974.36,1974.09,1974.21
2017/1/6,950,1974.34,1975.1,1974.32,1974.63
2017/1/6,951,1974.58,1974.88,1974.37,1974.48
2017/1/6,952,1974.29,1974.51,1974.1,1974.1
2017/1/6,953,1974.03,1974.49,1974.03,1974.47
2017/1/6,954,1974.47,1974.86,1974.25,1974.77
2017/1/6,955,1974.98,1975.52,1974.92,1975.37
2017/1/6,956,1975.53,1975.88,1975.31,1975.58
2017/1/6,957,1975.55,1975.73,1975.13,1975.32
2017/1/6,958,1975.45,1975.64,1975.31,1975.56
2017/1/6,959,1975.62,1975.77,1975.45,1975.63
2017/1/6,1000,1975.72,1975.98,1975.42,1975.42
2017/1/6,1001,1975.58,1975.9,1975.4,1975.4
2017/1/6,1002,1975.35,1975.59,1975.25,1975.42
2017/1/6,1003,1975.28,1975.34,1974.81,1975.08
2017/1/6,1004,1974.7,1975.04,1974.55,1974.85
2017/1/6,1005,1974.9,1974.9,1974.1,1974.17
2017/1/6,1006,1974.29,1974.37,1973.66,1973.67
2017/1/6,1007,1973.85,1973.85,1972.63,1973.03
2017/1/6,1008,1973.21,1973.21,1972.1,1972.15
2017/1/6,1009,1972.32,1972.32,1971.02,1971.62
2017/1/6,1010,1971.8,1971.8,1970.61,1970.76
2017/1/6,1011,1970.77,1970.77,1969.66,1969.93
2017/1/6,1012,1969.86,1970.03,1969.61,1969.77
2017/1/6,1013,1969.81,1970.34,1969.69,1970.27
2017/1/6,1014,1970.3,1970.74,1970.14,1970.69
2017/1/6,1015,1970.68,1970.84,1970.22,1970.82
2017/1/6,1016,1970.9,1971.05,1970.52,1970.93
2017/1/6,1017,1970.99,1970.99,1970.13,1970.26
2017/1/6,1018,1970.46,1970.71,1970.25,1970.57
2017/1/6,1019,1970.73,1970.75,1970.49,1970.57
2017/1/6,1020,1970.67,1971.2,1970.58,1971.07
2017/1/6,1021,1971.03,1971.65,1971.03,1971.6
2017/1/6,1022,1971.64,1972.04,1971.56,1971.87
2017/1/6,1023,1971.94,1972.42,1971.94,1972.32
2017/1/6,1024,1972.41,1972.62,1972.2,1972.41
2017/1/6,1025,1972.39,1972.58,1972.05,1972.36
2017/1/6,1026,1972.35,1972.44,1971.96,1972.04
2017/1/6,1027,1972.12,1972.17,1971.4,1971.4
2017/1/6,1028,1971.49,1971.56,1970.89,1970.89
2017/1/6,1029,1970.58,1970.58,1969.99,1969.99
2017/1/6,1030,1970.04,1970.04,1969.71,1969.78
2017/1/6,1031,1970.09,1970.09,1969.54,1969.69
2017/1/6,1032,1969.64,1970.1,1969.23,1969.57
2017/1/6,1033,1969.46,1970.14,1969.46,1970.12
2017/1/6,1034,1970.14,1970.7,1970.14,1970.55
2017/1/6,1035,1970.62,1970.63,1969.96,1969.96
2017/1/6,1036,1970.29,1970.36,1969.73,1970.15
2017/1/6,1037,1970.1,1970.38,1969.87,1970.38
2017/1/6,1038,1970.39,1970.79,1970.08,1970.6
2017/1/6,1039,1970.78,1970.93,1970.6,1970.71
2017/1/6,1040,1970.84,1971.21,1970.77,1970.88
2017/1/6,1041,1970.84,1971.47,1970.84,1971.15
2017/1/6,1042,1971.26,1971.49,1970.87,1971.31
2017/1/6,1043,1971.29,1971.41,1971.03,1971.03
2017/1/6,1044,1971.16,1971.36,1971,1971.35
2017/1/6,1045,1971.37,1971.37,1970.85,1970.9
2017/1/6,1046,1970.84,1970.92,1970.67,1970.75
2017/1/6,1047,1970.67,1970.68,1970.21,1970.21
2017/1/6,1048,1970.38,1970.38,1969.57,1969.64
2017/1/6,1049,1969.64,1969.69,1969.21,1969.21
2017/1/6,1050,1969.08,1969.34,1969.08,1969.34
2017/1/6,1051,1969.29,1969.35,1968.89,1969.25
2017/1/6,1052,1969.34,1969.79,1969.16,1969.7
2017/1/6,1053,1970.62,1970.65,1970.1,1970.59
2017/1/6,1054,1970.6,1971.15,1970.6,1971.03
2017/1/6,1055,1971.09,1971.41,1971.08,1971.33
2017/1/6,1056,1971.35,1971.55,1971.34,1971.54
2017/1/6,1057,1971.45,1971.69,1971.24,1971.29
2017/1/6,1058,1971.18,1971.49,1971.04,1971.04
2017/1/6,1059,1971.22,1971.25,1970.91,1971.03
2017/1/6,1100,1971.07,1971.07,1970.77,1970.8
2017/1/6,1101,1970.95,1971.09,1970.72,1970.86
2017/1/6,1102,1970.87,1971.2,1970.81,1970.96
2017/1/6,1103,1971.02,1971.27,1971.02,1971.05
2017/1/6,1104,1971.08,1971.53,1971.06,1971.3
2017/1/6,1105,1971.19,1971.74,1971.19,1971.41
2017/1/6,1106,1971.28,1971.47,1971.26,1971.47
2017/1/6,1107,1971.37,1971.63,1971.26,1971.55
2017/1/6,1108,1971.51,1971.59,1971.06,1971.22
2017/1/6,1109,1971.35,1971.48,1971.3,1971.34
2017/1/6,1110,1971.46,1971.85,1971.46,1971.81
2017/1/6,1111,1971.89,1972.44,1971.73,1972.16
2017/1/6,1112,1972.17,1972.25,1971.87,1972.06
2017/1/6,1113,1972.13,1972.13,1971.54,1972.09
2017/1/6,1114,1972.04,1972.18,1971.58,1972.18
2017/1/6,1115,1972.48,1972.5,1972.04,1972.32
2017/1/6,1116,1972.26,1972.43,1972.12,1972.12
2017/1/6,1117,1972.03,1972.59,1971.97,1972.44
2017/1/6,1118,1972.41,1972.45,1972.04,1972.28
2017/1/6,1119,1972.23,1972.35,1972.07,1972.35
2017/1/6,1120,1972.44,1972.44,1971.98,1972.03
2017/1/6,1121,1972.08,1972.27,1971.88,1972.18
2017/1/6,1122,1971.96,1972.66,1971.94,1972.35
2017/1/6,1123,1972.22,1972.58,1972.21,1972.58
2017/1/6,1124,1972.61,1972.73,1972.12,1972.42
2017/1/6,1125,1972.63,1972.7,1972.25,1972.29
2017/1/6,1126,1972.35,1972.49,1972.12,1972.18
2017/1/6,1127,1972.21,1972.65,1972.11,1972.42
2017/1/6,1128,1972.38,1972.53,1972.13,1972.53
2017/1/6,1129,1972.24,1972.54,1972.16,1972.42
2017/1/6,1300,1972.37,1972.65,1972.14,1972.24
2017/1/6,1301,1972.24,1972.24,1972.24,1972.24
2017/1/6,1302,1972.11,1972.34,1972.1,1972.26
2017/1/6,1303,1972.04,1972.27,1971.94,1972.17
2017/1/6,1304,1972.18,1972.19,1971.78,1971.92
2017/1/6,1305,1971.74,1971.93,1971.52,1971.77
2017/1/6,1306,1971.7,1971.7,1971.22,1971.46
2017/1/6,1307,1971.39,1971.4,1970.71,1970.86
2017/1/6,1308,1970.74,1970.85,1970.51,1970.58
2017/1/6,1309,1970.57,1970.57,1969.97,1969.97
2017/1/6,1310,1970.04,1970.13,1969.71,1970.13
2017/1/6,1311,1970.11,1970.34,1969.79,1970.06
2017/1/6,1312,1970.07,1970.27,1969.7,1969.7
2017/1/6,1313,1969.67,1970,1969.57,1969.74
2017/1/6,1314,1969.66,1969.77,1969.13,1969.23
2017/1/6,1315,1969.16,1969.16,1968.65,1968.87
2017/1/6,1316,1968.87,1968.9,1968.58,1968.69
2017/1/6,1317,1968.8,1968.87,1968.53,1968.53
2017/1/6,1318,1968.65,1968.89,1968.65,1968.79
2017/1/6,1319,1968.82,1969.16,1968.72,1968.82
2017/1/6,1320,1968.84,1969.24,1968.84,1969.01
2017/1/6,1321,1969.13,1969.42,1969.11,1969.29
2017/1/6,1322,1969.3,1969.53,1969.24,1969.42
2017/1/6,1323,1969.41,1969.9,1969.41,1969.9
2017/1/6,1324,1969.78,1970.13,1969.78,1970.02
2017/1/6,1325,1970,1970.37,1970,1970.09
2017/1/6,1326,1970.09,1970.16,1969.83,1970.16
2017/1/6,1327,1970.16,1970.33,1970.05,1970.05
2017/1/6,1328,1970.12,1970.33,1970.11,1970.18
2017/1/6,1329,1970.29,1970.29,1969.83,1969.83
2017/1/6,1330,1969.94,1970.05,1969.61,1969.64
2017/1/6,1331,1969.74,1969.86,1969.36,1969.36
2017/1/6,1332,1969.37,1969.37,1968.76,1968.82
2017/1/6,1333,1968.84,1968.85,1967.87,1967.96
2017/1/6,1334,1967.78,1967.79,1966.6,1967.6
2017/1/6,1335,1967.18,1967.87,1965.76,1965.76
2017/1/6,1336,1965.74,1965.77,1964.73,1964.79
2017/1/6,1337,1965,1965,1963.92,1963.92
2017/1/6,1338,1964.04,1964.07,1963.32,1963.47
2017/1/6,1339,1963.48,1964.05,1963.48,1964
2017/1/6,1340,1963.95,1963.95,1963.43,1963.49
2017/1/6,1341,1963.45,1963.83,1963.32,1963.73
2017/1/6,1342,1963.75,1963.9,1963.5,1963.78
2017/1/6,1343,1963.88,1964.34,1963.8,1964.34
2017/1/6,1344,1964.31,1964.75,1964.24,1964.75
2017/1/6,1345,1964.66,1964.79,1964.37,1964.59
2017/1/6,1346,1964.57,1964.57,1964.11,1964.43
2017/1/6,1347,1964.38,1964.95,1964.28,1964.89
2017/1/6,1348,1964.81,1964.99,1964.74,1964.78
2017/1/6,1349,1964.62,1964.97,1964.51,1964.84
2017/1/6,1350,1964.84,1965.15,1964.72,1965.15
2017/1/6,1351,1965.18,1965.9,1965.14,1965.74
2017/1/6,1352,1965.76,1966.13,1965.65,1966.1
2017/1/6,1353,1966.11,1966.64,1966.09,1966.64
2017/1/6,1354,1966.56,1967.08,1966.49,1967.08
2017/1/6,1355,1966.97,1967.53,1966.97,1967.53
2017/1/6,1356,1967.43,1967.69,1967.43,1967.69
2017/1/6,1357,1967.64,1967.94,1967.57,1967.94
2017/1/6,1358,1967.88,1968.07,1967.56,1967.69
2017/1/6,1359,1967.84,1968.03,1967.73,1967.97
2017/1/6,1400,1967.9,1967.96,1967.63,1967.8
2017/1/6,1401,1967.39,1968.04,1967.39,1967.91
2017/1/6,1402,1967.67,1967.98,1967.64,1967.94
2017/1/6,1403,1967.96,1968.26,1967.95,1968.26
2017/1/6,1404,1968.17,1968.86,1968.08,1968.86
2017/1/6,1405,1968.66,1968.98,1968.53,1968.8
2017/1/6,1406,1968.84,1969.13,1968.63,1969.03
2017/1/6,1407,1968.99,1969.09,1968.78,1968.78
2017/1/6,1408,1968.71,1968.71,1967.96,1968.14
2017/1/6,1409,1968.18,1968.18,1967.46,1968.04
2017/1/6,1410,1967.89,1968.45,1967.76,1967.87
2017/1/6,1411,1967.92,1967.92,1967.39,1967.58
2017/1/6,1412,1967.59,1968.02,1967.43,1967.89
2017/1/6,1413,1967.8,1968.06,1967.53,1967.79
2017/1/6,1414,1967.81,1968.6,1967.68,1968.49
2017/1/6,1415,1968.54,1968.7,1968.43,1968.63
2017/1/6,1416,1968.55,1969.1,1968.47,1968.89
2017/1/6,1417,1968.66,1968.85,1968.22,1968.37
2017/1/6,1418,1968.3,1968.7,1967.96,1968.2
2017/1/6,1419,1968.06,1968.32,1968.06,1968.24
2017/1/6,1420,1968.1,1968.1,1967.64,1967.78
2017/1/6,1421,1967.79,1967.89,1966.66,1966.69
2017/1/6,1422,1966.75,1966.75,1966.23,1966.23
2017/1/6,1423,1966.21,1966.24,1965.66,1965.74
2017/1/6,1424,1965.76,1965.87,1965.5,1965.53
2017/1/6,1425,1965.51,1965.84,1965.5,1965.77
2017/1/6,1426,1965.85,1966.22,1965.75,1966.19
2017/1/6,1427,1966.21,1966.32,1966,1966.18
2017/1/6,1428,1966.3,1966.56,1966.19,1966.56
2017/1/6,1429,1966.43,1966.74,1966.18,1966.44
2017/1/6,1430,1966.56,1967.49,1966.56,1967.45
2017/1/6,1431,1967.48,1968.08,1967.23,1967.95
